stock_locate,tracking_number,timestamp,mpid,primary_market_maker,market_maker_mode,market_participant_state
6382,0,0 days 03:07:18.062735899,VALX,1,N,A
4094,0,0 days 03:07:18.062747899,WSEA,1,N,A
7682,0,0 days 03:07:18.062759783,CANT,1,N,A
7410,0,0 days 03:07:18.062771543,ETMM,1,N,A
1533,0,0 days 03:07:18.062783495,GTSM,1,N,A
1995,0,0 days 03:07:18.062795523,ADAM,1,N,A
1716,0,0 days 03:07:18.062807014,INTL,1,N,A
828,0,0 days 03:07:18.062818542,MLCO,1,N,A
1943,0,0 days 03:07:18.062830146,SGAS,1,N,A
2620,0,0 days 03:07:18.062842452,STXG,1,N,A
7567,0,0 days 03:07:18.062854043,STFL,1,N,A
7008,0,0 days 03:07:18.062866138,UBSS,1,N,A
4023,0,0 days 03:07:18.062877942,MAXM,1,N,A
3195,0,0 days 03:07:18.062889898,RBCM,1,N,A
6013,0,0 days 03:07:18.062901439,RBCM,1,N,A
4923,0,0 days 03:07:18.062913388,RBCM,1,N,A
5179,0,0 days 03:07:18.062925186,RBCM,1,N,A
4465,0,0 days 03:07:18.062936905,SOHO,1,N,A
5941,0,0 days 03:07:18.062948373,CANT,1,N,A
8445,0,0 days 03:07:18.062960231,CANT,1,N,A
7620,0,0 days 03:07:18.062972072,CANT,1,N,A
8100,0,0 days 03:07:18.062984116,CDRG,1,N,A
3281,0,0 days 03:07:18.062996130,CDRG,1,N,A
2832,0,0 days 03:07:18.063008413,ETMM,1,N,A
5653,0,0 days 03:07:18.063020396,SOHO,1,N,A
2363,0,0 days 03:07:18.063032084,TSSM,1,N,A
8557,0,0 days 03:07:18.063043323,VALX,1,N,A
4978,0,0 days 03:07:18.063054310,WEDB,1,N,A
2707,0,0 days 03:07:18.063066081,ETMM,1,N,A
6331,0,0 days 03:07:18.063077356,JEFF,1,N,A
2962,0,0 days 03:07:18.063088381,NITE,1,N,A
3010,0,0 days 03:07:18.063099901,RHCO,1,N,A
6477,0,0 days 03:07:18.063111386,RBCM,1,N,A
72,0,0 days 03:07:18.063123151,SSUS,1,N,A
5011,0,0 days 03:07:18.063134921,BMOC,1,N,A
1151,0,0 days 03:07:18.063146396,CDRG,1,N,A
4832,0,0 days 03:07:18.063157862,GTSM,1,N,A
4681,0,0 days 03:07:18.063170660,NITE,1,N,A
8624,0,0 days 03:07:18.063182163,NITE,1,N,A
8642,0,0 days 03:07:18.063194459,PIPR,1,N,A
8271,0,0 days 03:07:18.063205715,VALX,1,N,A
4838,0,0 days 03:07:18.063217754,PIPR,1,N,A
1870,0,0 days 03:07:18.063229818,SBSH,1,N,A
1930,0,0 days 03:07:18.063241880,SOHO,1,N,A
7216,0,0 days 03:07:18.063253374,STFL,1,N,A
6036,0,0 days 03:07:18.063264614,TSSM,1,N,A
4502,0,0 days 03:07:18.063276210,VALX,1,N,A
1021,0,0 days 03:07:18.063287980,BARD,1,N,A
1865,0,0 days 03:07:18.063299921,BARD,1,N,A
2970,0,0 days 03:07:18.063311539,COWN,1,N,A
4726,0,0 days 03:07:18.063322815,CSTI,1,N,A
919,0,0 days 03:07:18.063334064,GSCO,1,N,A
6111,0,0 days 03:07:18.063345272,INTL,1,N,A
119,0,0 days 03:07:18.063357521,WBLR,1,N,A
1806,0,0 days 03:07:18.063369421,WCHV,1,N,A
6515,0,0 days 03:07:18.063381551,SPHN,1,N,A
4276,0,0 days 03:07:18.063393597,WCHV,1,N,A
8512,0,0 days 03:07:18.063405354,KEYB,1,N,A
4859,0,0 days 03:07:18.063417392,LEHM,1,N,A
1564,0,0 days 03:07:18.063429113,SBSH,1,N,A
5873,0,0 days 03:07:18.063440907,TSSM,1,N,A
6126,0,0 days 03:07:18.063452401,UBSS,1,N,A
4700,0,0 days 03:07:18.063464448,VALX,1,N,A
6851,0,0 days 03:07:18.063475919,CANT,1,N,A
4561,0,0 days 03:07:18.063487861,BMOC,1,N,A
8097,0,0 days 03:07:18.063499353,CDRG,1,N,A
741,0,0 days 03:07:18.063511336,GTSM,1,N,A
8210,0,0 days 03:07:18.063522603,GSCO,1,N,A
5296,0,0 days 03:07:18.063534482,GTSM,1,N,A
4326,0,0 days 03:07:18.063546681,SSUS,1,N,A
7528,0,0 days 03:07:18.063558162,UBSS,1,N,A
8828,0,0 days 03:07:18.063570120,VERT,1,N,A
7630,0,0 days 03:07:18.063581362,WCHV,1,N,A
1277,0,0 days 03:07:18.063592756,WSEA,1,N,A
5704,0,0 days 03:07:18.063604696,LEER,1,N,A
1796,0,0 days 03:07:18.063616165,LEHM,1,N,A
6624,0,0 days 03:07:18.063627708,NITE,1,N,A
8544,0,0 days 03:07:18.063638950,MSCO,1,N,A
4522,0,0 days 03:07:18.063651359,RAJA,1,N,A
3289,0,0 days 03:07:18.063663064,NITE,1,N,A
479,0,0 days 03:07:18.063674547,CSTI,1,N,A
7400,0,0 days 03:07:18.063686565,CSTI,1,N,A
1943,0,0 days 03:07:18.063698570,GSCO,1,N,A
1728,0,0 days 03:07:18.063710078,LEHM,1,N,A
7442,0,0 days 03:07:18.063721673,NITE,1,N,A
5797,0,0 days 03:07:18.063734064,PIPR,1,N,A
1001,0,0 days 03:07:18.063745263,XGWD,1,N,A
453,0,0 days 03:07:18.063757388,RAJA,1,N,A
5849,0,0 days 03:07:18.063768813,RILY,1,N,A
2276,0,0 days 03:07:18.063780256,SSUS,1,N,A
3816,0,0 days 03:07:18.063792004,WCHV,1,N,A
89,0,0 days 03:07:18.063803905,WEDB,1,N,A
4045,0,0 days 03:07:18.063816030,XGWD,1,N,A
6757,0,0 days 03:07:18.063827899,CDRG,1,N,A
3526,0,0 days 03:07:18.063839087,COWN,1,N,A
1619,0,0 days 03:07:18.063850536,CTDL,1,N,A
655,0,0 days 03:07:18.063861933,CSTI,1,N,A
6093,0,0 days 03:07:18.063873637,RBCM,1,N,A
3308,0,0 days 03:07:18.063885284,SOHO,1,N,A
7739,0,0 days 03:07:18.063897408,STXG,1,N,A
3221,0,0 days 03:07:18.063909263,SUFI,1,N,A
6238,0,0 days 03:07:18.063921666,TSSM,1,N,A
3748,0,0 days 03:07:18.063933585,TSSM,1,N,A
4263,0,0 days 03:07:18.063945704,AEXG,1,N,A
1574,0,0 days 03:07:18.063957837,CDRG,1,N,A
6670,0,0 days 03:07:18.063969736,CSTI,1,N,A
8573,0,0 days 03:07:18.063981612,CTDL,1,N,A
5110,0,0 days 03:07:18.063992816,GTSM,1,N,A
1972,0,0 days 03:07:18.064004268,IMCC,1,N,A
5134,0,0 days 03:07:18.064016416,UBSS,1,N,A
2068,0,0 days 03:07:18.064028343,IMCC,1,N,A
2855,0,0 days 03:07:18.064039741,MLCO,1,N,A
6315,0,0 days 03:07:18.064050911,SBSH,1,N,A
4433,0,0 days 03:07:18.064062531,SSUS,1,N,A
6614,0,0 days 03:07:18.064073931,TSSM,1,N,A
5111,0,0 days 03:07:18.064085841,TSSM,1,N,A
6728,0,0 days 03:07:18.064097717,BARD,1,N,A
3812,0,0 days 03:07:18.064110580,BKCM,1,N,A
8071,0,0 days 03:07:18.064122524,CDRG,1,N,A
5749,0,0 days 03:07:18.064135345,CDRG,1,N,A
5445,0,0 days 03:07:18.064147206,BARD,1,N,A
7278,0,0 days 03:07:18.064158605,JEFF,1,N,A
66,0,0 days 03:07:18.064170500,VERT,1,N,A
7175,0,0 days 03:07:18.064182404,WEDB,1,N,A
7546,0,0 days 03:07:18.064194310,GTSM,1,N,A
5815,0,0 days 03:07:18.064206075,JSSF,1,N,A
1497,0,0 days 03:07:18.064217591,JSSF,1,N,A
7317,0,0 days 03:07:18.064228743,CDRG,1,N,A
8247,0,0 days 03:07:18.064241023,CDRG,1,N,A
4755,0,0 days 03:07:18.064253001,CDRG,1,N,A
2386,0,0 days 03:07:18.064264943,COWN,1,N,A
6433,0,0 days 03:07:18.064276825,UBSS,1,N,A
8240,0,0 days 03:07:18.064288383,VALX,1,N,A
7324,0,0 days 03:07:18.064300868,WBLR,1,N,A
5411,0,0 days 03:07:18.064313008,WEDB,1,N,A
8288,0,0 days 03:07:18.064324747,WABR,1,N,A
3039,0,0 days 03:07:18.064336484,COWN,1,N,A
8201,0,0 days 03:07:18.064348220,CTDL,1,N,A
5631,0,0 days 03:07:18.064360017,CSTI,1,N,A
3643,0,0 days 03:07:18.064372102,GTSM,1,N,A
6177,0,0 days 03:07:18.064383559,LEER,1,N,A
1439,0,0 days 03:07:18.064395057,SSUS,1,N,A
1183,0,0 days 03:07:18.064407032,ADAM,1,N,A
7893,0,0 days 03:07:18.064418537,CTDL,1,N,A
6837,0,0 days 03:07:18.064430436,NITE,1,N,A
7790,0,0 days 03:07:18.064441954,RAJA,1,N,A
6036,0,0 days 03:07:18.064453396,RBCM,1,N,A
55,0,0 days 03:07:18.064464880,NITE,1,N,A
2680,0,0 days 03:07:18.064476293,SBSH,1,N,A
4290,0,0 days 03:07:18.064488503,SOHO,1,N,A
7380,0,0 days 03:07:18.064500017,SOHO,1,N,A
706,0,0 days 03:07:18.064512017,TSSM,1,N,A
690,0,0 days 03:07:18.064523910,UBSS,1,N,A
7804,0,0 days 03:07:18.064535527,VALX,1,N,A
3884,0,0 days 03:07:18.064547901,BKCM,1,N,A
383,0,0 days 03:07:18.064559866,CANT,1,N,A
3125,0,0 days 03:07:18.064571402,CDRG,1,N,A
6795,0,0 days 03:07:18.064582669,COWN,1,N,A
56,0,0 days 03:07:18.064594425,CSTI,1,N,A
477,0,0 days 03:07:18.064605880,LEER,1,N,A
3189,0,0 days 03:07:18.064618198,WABR,1,N,A
1664,0,0 days 03:07:18.064629901,WCHV,1,N,A
3740,0,0 days 03:07:18.064641564,WSEA,1,N,A
7170,0,0 days 03:07:18.064653356,JSSF,1,N,A
2031,0,0 days 03:07:18.064664614,JSCA,1,N,A
8497,0,0 days 03:07:18.064677381,LEHM,1,N,A
3554,0,0 days 03:07:18.064689645,RBCM,1,N,A
126,0,0 days 03:07:18.064701458,RHCO,1,N,A
5019,0,0 days 03:07:18.064712997,SOHO,1,N,A
996,0,0 days 03:07:18.064724955,CANT,1,N,A
201,0,0 days 03:07:18.064736334,COWN,1,N,A
3180,0,0 days 03:07:18.064747944,COWN,1,N,A
6345,0,0 days 03:07:18.064759444,CTDL,1,N,A
2654,0,0 days 03:07:18.064771413,FLTU,1,N,A
3717,0,0 days 03:07:18.064783425,GTSM,1,N,A
6764,0,0 days 03:07:18.064795159,GTSM,1,N,A
1474,0,0 days 03:07:18.064806676,MAXM,1,N,A
4616,0,0 days 03:07:18.064818905,RBCM,1,N,A
1881,0,0 days 03:07:18.064830643,STFL,1,N,A
529,0,0 days 03:07:18.064842104,SUFI,1,N,A
557,0,0 days 03:07:18.064853608,WCHV,1,N,A
3008,0,0 days 03:07:18.064866369,COWN,1,N,A
1441,0,0 days 03:07:18.064878378,CSTI,1,N,A
8846,0,0 days 03:07:18.064890647,CSTI,1,N,A
753,0,0 days 03:07:18.064902136,BARD,1,N,A
675,0,0 days 03:07:18.064913627,GSCO,1,N,A
2908,0,0 days 03:07:18.064925142,GTSM,1,N,A
198,0,0 days 03:07:18.064937132,WEDB,1,N,A
6453,0,0 days 03:07:18.064948792,NITE,1,N,A
660,0,0 days 03:07:18.064960498,NEED,1,N,A
229,0,0 days 03:07:18.064972596,WABR,1,N,A
592,0,0 days 03:07:18.064984061,WBLR,1,N,A
3431,0,0 days 03:07:18.064995356,WABR,1,N,A
3370,0,0 days 03:07:18.065006937,WSEA,1,N,A
5060,0,0 days 03:07:18.065018974,BARD,1,N,A
3964,0,0 days 03:07:18.065030444,CDRG,1,N,A
1766,0,0 days 03:07:18.065042367,CDRG,1,N,A
5854,0,0 days 03:07:18.065055367,ETMM,1,N,A
6789,0,0 days 03:07:18.065067315,KEYB,1,N,A
5861,0,0 days 03:07:18.065079313,LEER,1,N,A
5047,0,0 days 03:07:18.065090616,NITE,1,N,A
5240,0,0 days 03:07:18.065102454,NITE,1,N,A
100,0,0 days 03:07:18.065114522,NITE,1,N,A
428,0,0 days 03:07:18.065126021,SOHO,1,N,A
5030,0,0 days 03:07:18.065138356,RAJA,1,N,A
2353,0,0 days 03:07:18.065150087,SSUS,1,N,A
6177,0,0 days 03:07:18.065162431,BARD,1,N,A
3032,0,0 days 03:07:18.065174154,MLCO,1,R,A
3065,0,0 days 03:07:18.065185722,NITE,1,N,A
8188,0,0 days 03:07:18.065197484,RBCM,1,N,A
8471,0,0 days 03:07:18.065209860,RBCM,1,N,A
5579,0,0 days 03:07:18.065221450,RBCD,1,N,A
6562,0,0 days 03:07:18.065233491,STFL,1,N,A
74,0,0 days 03:07:18.065246213,SBSH,1,N,A
6262,0,0 days 03:07:18.065258234,VALX,1,N,A
1773,0,0 days 03:07:18.065270453,WSEA,1,N,A
1284,0,0 days 03:07:18.065281970,WCHV,1,N,A
133,0,0 days 03:07:18.065293411,COWN,1,N,A
3821,0,0 days 03:07:18.065305053,LEER,1,N,A
7599,0,0 days 03:07:18.065316834,MLCO,1,N,A
6118,0,0 days 03:07:18.065328604,NORT,1,N,A
5202,0,0 days 03:07:18.065340091,SPHN,1,N,A
3008,0,0 days 03:07:18.065352450,TSSM,1,N,A
2628,0,0 days 03:07:18.065363988,TSSM,1,N,A
7640,0,0 days 03:07:18.065375675,UBSS,1,N,A
6240,0,0 days 03:07:18.065386948,VALX,1,N,A
6210,0,0 days 03:07:18.065398153,GTSM,1,N,A
2040,0,0 days 03:07:18.065409552,GTSM,1,N,A
3739,0,0 days 03:07:18.065420991,IMCC,1,N,A
5243,0,0 days 03:07:18.065433380,KEYB,1,N,A
1676,0,0 days 03:07:18.065445351,JSSF,1,N,A
979,0,0 days 03:07:18.065457408,RHCO,1,N,A
5899,0,0 days 03:07:18.065469337,SOHO,1,N,A
8230,0,0 days 03:07:18.065481252,SSUS,1,N,A
2240,0,0 days 03:07:18.065493727,SUFI,1,N,A
1873,0,0 days 03:07:18.065505791,WBLR,1,N,A
1201,0,0 days 03:07:18.065517460,WSEA,1,N,A
3334,0,0 days 03:07:18.065528601,XGWD,1,N,A
3299,0,0 days 03:07:18.065539627,ADAM,1,N,A
4206,0,0 days 03:07:18.065551268,ADAM,1,N,A
4319,0,0 days 03:07:18.065563536,CSTI,1,N,A
7653,0,0 days 03:07:18.065575290,CTDL,1,N,A
2462,0,0 days 03:07:18.065587041,GSCO,1,N,A
6348,0,0 days 03:07:18.065599052,GTSM,1,N,A
4985,0,0 days 03:07:18.065610310,VALX,1,N,A
2694,0,0 days 03:07:18.065623059,WABR,1,N,A
4456,0,0 days 03:07:18.065635076,WBLR,1,N,A
4961,0,0 days 03:07:18.065647337,WSEA,1,N,A
1507,0,0 days 03:07:18.065659597,KEYB,1,N,A
1834,0,0 days 03:07:18.065671698,KEYB,1,N,A
1747,0,0 days 03:07:18.065683718,MAXM,1,N,A
6122,0,0 days 03:07:18.065695504,RBCD,1,N,A
2442,0,0 days 03:07:18.065706987,SUFI,1,N,A
4493,0,0 days 03:07:18.065718458,UBSS,1,N,A
1739,0,0 days 03:07:18.065730034,ADAM,1,N,A
210,0,0 days 03:07:18.065741071,ADAM,1,N,A
8617,0,0 days 03:07:18.065752866,GTSM,1,N,A
3903,0,0 days 03:07:18.065764854,CTDL,1,N,A
2148,0,0 days 03:07:18.065776939,NITE,1,N,A
7103,0,0 days 03:07:18.065789005,OHOS,1,N,A
7576,0,0 days 03:07:18.065799955,SSUS,1,N,A
2877,0,0 days 03:07:18.065812247,STFL,1,N,A
1216,0,0 days 03:07:18.065823515,SUFI,1,N,A
8239,0,0 days 03:07:18.065835627,WCHV,1,N,A
8879,0,0 days 03:07:18.065847908,BNKS,1,N,A
7749,0,0 days 03:07:18.065859878,COWN,1,N,A
6584,0,0 days 03:07:18.065871403,DOTC,1,N,A
831,0,0 days 03:07:18.065883655,ETMM,1,N,A
2981,0,0 days 03:07:18.065895493,ETMM,1,N,A
7104,0,0 days 03:07:18.065906719,GSCO,1,N,A
8853,0,0 days 03:07:18.065918566,MLCO,1,N,A
6353,0,0 days 03:07:18.065929522,LEHM,1,N,A
4174,0,0 days 03:07:18.065941572,SOHO,1,N,A
5293,0,0 days 03:07:18.065953322,SSUS,1,N,A
6142,0,0 days 03:07:18.065965243,UBSS,1,N,A
4518,0,0 days 03:07:18.065977493,BKCM,1,N,A
8511,0,0 days 03:07:18.065988922,BKCM,1,N,A
907,0,0 days 03:07:18.066000886,CDRG,1,N,A
7218,0,0 days 03:07:18.066012853,CTDL,1,N,A
2288,0,0 days 03:07:18.066025057,CSTI,1,N,A
8885,0,0 days 03:07:18.066037495,JPMS,1,N,A
6537,0,0 days 03:07:18.066049464,RILY,1,N,A
7320,0,0 days 03:07:18.066061322,SOHO,1,N,A
5679,0,0 days 03:07:18.066072265,TSSM,1,N,A
5550,0,0 days 03:07:18.066083791,VALX,1,N,A
4268,0,0 days 03:07:18.066095536,WCHV,1,N,A
8083,0,0 days 03:07:18.066107920,WSEA,1,N,A
3996,0,0 days 03:07:18.066119263,CSTI,1,N,A
396,0,0 days 03:07:18.066131784,CTDL,1,N,A
2607,0,0 days 03:07:18.066143770,ETMM,1,N,A
3043,0,0 days 03:07:18.066154780,KEYB,1,N,A
369,0,0 days 03:07:18.066167032,JSSF,1,N,A
1539,0,0 days 03:07:18.066179136,MSCO,1,N,A
2443,0,0 days 03:07:18.066191627,MSCO,1,N,A
1583,0,0 days 03:07:18.066206681,STFL,1,N,A
1496,0,0 days 03:07:18.066218692,UBSS,1,N,A
3993,0,0 days 03:07:18.066229836,SSUS,1,N,A
6067,0,0 days 03:07:18.066241330,WSEA,1,N,A
959,0,0 days 03:07:18.066253303,WSEA,1,N,A
2078,0,0 days 03:07:18.066265522,CDRG,1,N,A
6568,0,0 days 03:07:18.066277440,CTDL,1,N,A
1247,0,0 days 03:07:18.066289280,ETMM,1,N,A
4813,0,0 days 03:07:18.066301001,ADAM,1,N,A
6157,0,0 days 03:07:18.066312891,GTSM,1,N,A
7275,0,0 days 03:07:18.066324025,IMCC,1,N,A
7186,0,0 days 03:07:18.066336505,UBSS,1,N,A
5190,0,0 days 03:07:18.066348430,VALX,1,N,A
2926,0,0 days 03:07:18.066359400,WCHV,1,N,A
8255,0,0 days 03:07:18.066371043,WBLR,1,N,A
1876,0,0 days 03:07:18.066383308,JEFF,1,N,A
458,0,0 days 03:07:18.066394582,CTDL,1,N,A
1824,0,0 days 03:07:18.066406633,SPHN,1,N,A
615,0,0 days 03:07:18.066418154,ROTH,1,N,A
2216,0,0 days 03:07:18.066429692,VALX,1,N,A
4260,0,0 days 03:07:18.066441481,GSCO,1,N,A
3581,0,0 days 03:07:18.066453783,GTSM,1,N,A
3980,0,0 days 03:07:18.066465264,JPMS,1,N,A
4531,0,0 days 03:07:18.066476780,MSCO,1,N,A
7281,0,0 days 03:07:18.066488361,NITE,1,N,A
331,0,0 days 03:07:18.066500640,MSCO,1,N,A
7665,0,0 days 03:07:18.066512431,ADAM,1,N,A
5752,0,0 days 03:07:18.066524167,CDRG,1,N,A
7519,0,0 days 03:07:18.066536323,CDRG,1,N,A
7202,0,0 days 03:07:18.066547520,CANT,1,N,A
7919,0,0 days 03:07:18.066559798,CDRG,1,N,A
5522,0,0 days 03:07:18.066572289,CTDL,1,N,A
8157,0,0 days 03:07:18.066584578,VALX,1,N,A
779,0,0 days 03:07:18.066596541,WSEA,1,N,A
7986,0,0 days 03:07:18.066608503,ETMM,1,N,A
3214,0,0 days 03:07:18.066620446,IMCC,1,N,A
3661,0,0 days 03:07:18.066632718,IMCC,1,N,A
8083,0,0 days 03:07:18.066645241,KEYB,1,N,A
6345,0,0 days 03:07:18.066656986,RBCM,1,N,A
6256,0,0 days 03:07:18.066668509,SUFI,1,N,A
4198,0,0 days 03:07:18.066680549,GSCO,1,N,A
1246,0,0 days 03:07:18.066692209,JEFF,1,N,A
4131,0,0 days 03:07:18.066703405,MAXM,1,N,A
309,0,0 days 03:07:18.066714891,MLCO,1,N,A
3321,0,0 days 03:07:18.066726412,RBCD,1,N,A
8373,0,0 days 03:07:18.066737411,SSUS,1,N,A
5451,0,0 days 03:07:18.066749688,SOHO,1,N,A
293,0,0 days 03:07:18.066762174,SUFI,1,N,A
6161,0,0 days 03:07:18.066773914,WSEA,1,N,A
7557,0,0 days 03:07:18.066786319,XGWD,1,N,A
5770,0,0 days 03:07:18.066797295,BARD,1,N,A
6354,0,0 days 03:07:18.066808794,GSCO,1,N,A
5236,0,0 days 03:07:18.066820687,IMCC,1,N,A
4542,0,0 days 03:07:18.066832280,RBCD,1,N,A
5612,0,0 days 03:07:18.066844310,SUFI,1,N,A
596,0,0 days 03:07:18.066855535,TSSM,1,N,A
3269,0,0 days 03:07:18.066867670,TSSM,1,N,A
1990,0,0 days 03:07:18.066878900,VALX,1,N,A
2970,0,0 days 03:07:18.066890074,VALX,1,N,A
7867,0,0 days 03:07:18.066901804,VALX,1,N,A
3623,0,0 days 03:07:18.066913657,GSCO,1,N,A
5582,0,0 days 03:07:18.066925567,GTSM,1,N,A
1493,0,0 days 03:07:18.066937326,IMCC,1,N,A
5262,0,0 days 03:07:18.066949745,LEHM,1,N,A
1024,0,0 days 03:07:18.066961218,MAXM,1,N,A
8110,0,0 days 03:07:18.066973287,VALX,1,N,A
595,0,0 days 03:07:18.066985545,TSSM,1,N,A
6145,0,0 days 03:07:18.066997707,BARD,1,N,A
8128,0,0 days 03:07:18.067009423,COWN,1,N,A
8640,0,0 days 03:07:18.067021165,COWN,1,N,A
371,0,0 days 03:07:18.067032651,KEYB,1,N,A
4271,0,0 days 03:07:18.067044752,LEHM,1,N,A
6955,0,0 days 03:07:18.067056367,MLCO,1,N,A
7078,0,0 days 03:07:18.067067761,UBSS,1,N,A
386,0,0 days 03:07:18.067079716,WABR,1,N,A
4085,0,0 days 03:07:18.067092062,WCHV,1,N,A
2085,0,0 days 03:07:18.067103815,MAXM,1,N,A
7399,0,0 days 03:07:18.067115258,NITE,1,N,A
2365,0,0 days 03:07:18.067128255,NITE,1,N,A
2652,0,0 days 03:07:18.067140301,OHOS,1,N,A
6238,0,0 days 03:07:18.067151788,RBCM,1,N,A
3010,0,0 days 03:07:18.067163867,STFL,1,N,A
1115,0,0 days 03:07:18.067175867,CDRG,1,N,A
8142,0,0 days 03:07:18.067187283,COWN,1,N,A
2670,0,0 days 03:07:18.067198593,COWN,1,N,A
3934,0,0 days 03:07:18.067209755,CTDL,1,N,A
2164,0,0 days 03:07:18.067221104,GTSM,1,N,A
7626,0,0 days 03:07:18.067232269,NITE,1,N,A
3455,0,0 days 03:07:18.067244032,UBSS,1,N,A
7518,0,0 days 03:07:18.067254994,TSSM,1,N,A
999,0,0 days 03:07:18.067266360,UBSS,1,N,A
4493,0,0 days 03:07:18.067278319,SSUS,1,N,A
6752,0,0 days 03:07:18.067289896,WSEA,1,N,A
5305,0,0 days 03:07:18.067301814,WABR,1,N,A
6125,0,0 days 03:07:18.067313589,NITE,1,N,A
7481,0,0 days 03:07:18.067326042,NEED,1,N,A
5981,0,0 days 03:07:18.067337755,PUMA,1,N,A
5772,0,0 days 03:07:18.067350808,RHCO,1,N,A
4516,0,0 days 03:07:18.067362049,RBCM,1,N,A
3494,0,0 days 03:07:18.067373738,TSSM,1,N,A
7898,0,0 days 03:07:18.067385484,BARD,1,N,A
3876,0,0 days 03:07:18.067397178,CDRG,1,N,A
5159,0,0 days 03:07:18.067409392,CDRG,1,N,A
379,0,0 days 03:07:18.067421401,COWN,1,N,A
533,0,0 days 03:07:18.067432899,CDRG,1,N,A
5873,0,0 days 03:07:18.067444423,ADAM,1,N,A
2056,0,0 days 03:07:18.067456224,RAJA,1,N,A
8227,0,0 days 03:07:18.067467753,TSSM,1,N,A
8141,0,0 days 03:07:18.067479223,TSSM,1,N,A
1165,0,0 days 03:07:18.067490901,UBSS,1,N,A
5659,0,0 days 03:07:18.067502631,VALX,1,N,A
5255,0,0 days 03:07:18.067513788,VERT,1,N,A
4213,0,0 days 03:07:18.067525269,ETMM,1,N,A
1748,0,0 days 03:07:18.067537473,IMCC,1,N,A
1167,0,0 days 03:07:18.067549457,KEYB,1,N,A
3620,0,0 days 03:07:18.067560842,CTDL,1,N,A
4708,0,0 days 03:07:18.067572932,MZHO,1,N,A
23,0,0 days 03:07:18.067584819,NITE,1,N,A
5162,0,0 days 03:07:18.067596429,ADAM,1,N,A
532,0,0 days 03:07:18.067608101,COWN,1,N,A
6834,0,0 days 03:07:18.067619468,CTDL,1,N,A
2998,0,0 days 03:07:18.067630888,CTDL,1,N,A
3110,0,0 days 03:07:18.067643023,JPMS,1,N,A
6397,0,0 days 03:07:18.067654670,LEHM,1,N,A
1424,0,0 days 03:07:18.067666541,RBCM,1,N,A
1869,0,0 days 03:07:18.067677912,RBCM,1,N,A
5749,0,0 days 03:07:18.067689915,SOHO,1,N,A
4109,0,0 days 03:07:18.067701321,SUFI,1,N,A
6658,0,0 days 03:07:18.067712929,TSSM,1,N,A
4827,0,0 days 03:07:18.067724185,VALX,1,N,A
1389,0,0 days 03:07:18.067735908,ADAM,1,N,A
4767,0,0 days 03:07:18.067747799,BARD,1,N,A
1365,0,0 days 03:07:18.067759821,BARD,1,N,A
7030,0,0 days 03:07:18.067772104,CANT,1,N,A
7440,0,0 days 03:07:18.067783600,CTDL,1,N,A
345,0,0 days 03:07:18.067795651,CTDL,1,N,A
4287,0,0 days 03:07:18.067807159,SBSH,1,N,A
2802,0,0 days 03:07:18.067819540,SSUS,1,N,A
2116,0,0 days 03:07:18.067831536,VERT,1,N,A
2027,0,0 days 03:07:18.067843407,WSEA,1,N,A
2918,0,0 days 03:07:18.067855518,CTDL,1,N,A
5206,0,0 days 03:07:18.067867173,JEFF,1,N,A
4797,0,0 days 03:07:18.067879174,MAXM,1,N,A
8390,0,0 days 03:07:18.067891576,LEHM,1,N,A
4047,0,0 days 03:07:18.067903516,SSUS,1,N,A
8221,0,0 days 03:07:18.067915526,SOHO,1,N,A
6853,0,0 days 03:07:18.067927133,BKCM,1,N,A
2644,0,0 days 03:07:18.067939003,AEXG,1,N,A
2393,0,0 days 03:07:18.067950493,CHLM,1,N,A
2307,0,0 days 03:07:18.067962128,ETMM,1,N,A
3814,0,0 days 03:07:18.067973623,IMCC,1,N,A
3023,0,0 days 03:07:18.067985160,MLCO,1,N,A
2958,0,0 days 03:07:18.067996882,STFL,1,N,A
1975,0,0 days 03:07:18.068008156,STFL,1,N,A
1923,0,0 days 03:07:18.068019136,TSSM,1,N,A
815,0,0 days 03:07:18.068030606,VALX,1,N,A
4345,0,0 days 03:07:18.068043083,WCHV,1,N,A
4432,0,0 days 03:07:18.068055238,CANT,1,N,A
5727,0,0 days 03:07:18.068067338,COWN,1,N,A
6206,0,0 days 03:07:18.068078697,ADAM,1,N,A
2065,0,0 days 03:07:18.068090166,KEYB,1,N,A
588,0,0 days 03:07:18.068102296,LEER,1,N,A
5545,0,0 days 03:07:18.068113434,NITE,1,N,A
8186,0,0 days 03:07:18.068125498,NITE,1,N,A
5262,0,0 days 03:07:18.068136986,NITE,1,N,A
984,0,0 days 03:07:18.068148746,UBSS,1,N,A
3081,0,0 days 03:07:18.068159998,VALX,1,N,A
8406,0,0 days 03:07:18.068171308,XGWD,1,N,A
7380,0,0 days 03:07:18.068182774,BKCM,1,N,A
6046,0,0 days 03:07:18.068194477,CSTI,1,N,A
1148,0,0 days 03:07:18.068206076,HOVD,1,N,A
8657,0,0 days 03:07:18.068217534,GTSM,1,N,A
3258,0,0 days 03:07:18.068229254,JEFF,1,N,A
3909,0,0 days 03:07:18.068240321,KEYB,1,N,A
6868,0,0 days 03:07:18.068252292,SOHO,1,N,A
2860,0,0 days 03:07:18.068264460,SBSH,1,N,A
5190,0,0 days 03:07:18.068276949,WCHV,1,N,A
