tag,count
DebtInstrumentRedemptionPricePercentageOfPrincipalAmountRedeemed,4
CashAndCashEquivalentsFairValueDisclosure,4
OperatingLeasesNotYetCommencedValueWithAggregateRentPayments,4
SharebasedCompensationArrangementBySharebasedPaymentAwardEquityInstrumentsOtherThanOptionsAggregateIntrinsicValueOutstanding,4
FairValueWarrant,4
ProfitsFromIncomeOfCorporations,4
DerivativeInstrumentsGainReclassifiedFromAccumulatedOCIIntoIncomeEffectivePortion,4
LinesOfCreditFairValueDisclosure,4
DebtConversionConvertedInstrumentWarrantsOrOptionsIssued1,4
ShareBasedCompensationArrangementByShareBasedPaymentAwardOfRemainingVestingOption,4
PropertySubjectToOrAvailableForOperatingLeaseAccumulatedDepreciationAndAmortization,4
RemainingPercentageOfCostsNotFinancedByLoanFacility,4
DeferredTaxAssetsInvestments,4
DeferredTaxAssetsOther,4
UndrawnInvestorContributions,4
ContractWithCustomerLiabilityRevenueAndCredits,4
LossContingencyActionsTakenByPlaintiffsNumber,4
CapitalLeasesLesseeBalanceSheetAssetsByMajorClassAccumulatedDeprecationAndAmortization,4
AssetsHeldByInsuranceRegulators,4
OperatingCashFlowRelatedToRepaymentOfDiscountedConvertibleSeniorNotes,4
LossContingencyDamagesPaidValue,4
AdjustmentsToAdditionalPaidInCapitalIncreaseDecreaseInStockSplit,4
ProceedsFromLegalSettlements,4
LitigationSettlementAmountAwardedToOtherParty,4
IncreaseDecreaseInRemainingPerformanceObligation,4
BuildToSuitLeaseLiabilityAccruedCurrent,4
DeferredTaxLiabilityNotRecognizedAmountOfUnrecognizedDeferredTaxLiabilityUndistributedEarningsOfForeignSubsidiaries,4
ShareBasedCompensationArrangementOutsidePlanOptionsOutstanding,4
AdjustmentsToAdditionalPaidInCapitalTaxEffectFromShareBasedCompensation,4
AvailableForSaleSecuritiesDebtMaturitiesNextRollingTwelveMonthsFairValue,4
DeferredTaxAssetsDepreciationAndAmortization,4
AvailableForSaleSecuritiesDebtMaturitiesRollingYearTwoThroughFiveFairValue,4
AvailableForSaleSecuritiesDebtMaturitiesSingleMaturityDate,4
ConvertibleLongTermNotesPayable,4
BusinessCombinationShareBasedCompensationExpense,4
ManagementFeeExpense,4
RepaymentsOfNotesPayable,4
DeferredRevenueRevenueRecognizedInNextRollingTwelveMonths,4
IncreaseDecreaseInCollateralizedLeaseBorrowings,4
WarehouseAgreementBorrowings,4
RelatedPartyTransactionAmountsOfTransaction,4
BorrowingsLimitsBasedOnPresentValueOfRemainingLeasePaymentAndResidualVehicleValue,4
LineOfCreditFacilityMaximumCommitmentAmount,4
IncreaseDecreaseInCustomerAdvances,4
WarrantyCostsIncurredForOperatingLeaseVehicles,4
DeferredTaxAssetsInventoryAndWarrantyReserves,4
DeferredTaxLiabilitiesDepreciationAndAmortization,4
MaximumEligibleAmountOfTransferableInvestmentTaxCredits,4
PercentageOfFullyDilutedSharesGrantedOnApproval,3
ShareBasedPaymentArrangementNonvestedAwardNotProbableOfAchievementCostNotYetRecognizedAmount,3
AdditionalPercentageOfFullyDilutedSharesGrantedOnApproval,3
BusinessCombinationContingentConsiderationLiability,3
IncentivesManufacturingEquipmentInvestments,3
DigitalAssetsPurchaseCurrencyConversionRate,3
NumberOfTransactions,3
ReclassificationsOfTemporaryToPermanentEquity,3
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodExercisePriceAndFairValuePerShareOfCommonStock,3
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsAvailableForGrantWithVestingScheduleBasedOnAttainmentOfPerformanceObjective,3
SaleOfStockConsiderationReceivedOnTransaction,3
SaleOfStockNumberOfSharesIssuedInTransaction,3
SaleOfStockOtherOfferingCosts,3
SaleOfStockSalesAgentCommissions,3
AggregateCatchUpExpense,3
NumberOfPurchaseOrders,3
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedNotesReceivableNetOfCurrentPortion,3
BusinessAcquisitionCostOfAcquiredEntityTransactionCosts,3
BusinessCombinationStockBasedCompensationExpenseRecognizedOfAssumedUnvestedShareBasedAwards,3
DerivativeAmountOfHedgedItem,3
ConversionOfStockSharesIssued1,3
ConversionOfStockSharesConverted1,3
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedFinancialLiabilities,3
BusinessCombinationRecognizedIdentifiableAssetsAcquiredGoodwillAndLiabilitiesAssumedLessNoncontrollingInterest,3
BusinessCombinationStepAcquisitionEquityInterestInAcquireeFairValue1,3
ResearchAndDevelopmentInProcess,3
ShareBasedCompensationArrangementByShareBasedPaymentAwardNumberOfSharesTradedForTaxes,3
PaymentsToAcquireAssetsInvestingActivities,3
CommonStockReceiveUponExerciseOfOption,3
CryptoAssetUnrealizedGainLossOperatingAndNonoperating,3
ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,3
IncomeTaxReconciliationBargainInPurchaseGainLoss,3
TaxCreditCarryforwardAmount,3
DerivativeCapPrice,3
DerivativePriceRiskOptionStrikePrice,3
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedRestrictedCashCurrentAndNoncurrent,3
NotesReceivableFairValueDisclosure,3
ProceedsFromRelatedPartyDebt,3
IncreaseDecreaseInCustomerDeposits,3
ShareBasedCompensationArrangementByShareBasedPaymentAwardOffsetAmountPerShare,3
UnrecognizedTaxBenefitsIncreasesResultingFromAcquisition,3
UnrecognizedTaxBenefitsChangeInBalanceRelatedToEffectOfUSTaxLawChange,3
AdjustmentsToAdditionalPaidInCapitalExerciseOfConversionFeatureOfConvertibleSeniorNotes,3
BusinessCombinationAcquisitionOfLessThan100PercentRedeemableAndNonRedeemableNoncontrollingInterestFairValue,3
EffectiveIncomeTaxRateReconciliationChangeInUSTaxLaw,3
IncomeTaxesPaidNet,3
BusinessCombinationCappedCallOptionsAssociatedWithConvertibleNotes,3
BusinessCombinationFairValueOfReplacementStockOptionsAndRestrictedStockUnitsForAcquireVestedAwards,3
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedPropertySubjectToOrAvailableForLease,3
IncomeTaxReconciliationTaxContingencies,3
FinanceLeaseLiabilityPaymentsRemainderOfFiscalYear,3
Effectiveincometaxratereconciliationconvertibledebt,3
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedIntangibleAssetsOtherThanGoodwill,3
AvailableForSaleSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,3
LeaseFinancingObligations,3
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedDeferredRevenueCurrentAndNoncurrent,3
ServiceCoverageVehicleMileage,3
NetCostConvertibleNoteHedgingTransactions,3
ProceedsFromSaleOfWarrants,3
ConstructionPayableCurrentAndNoncurrent,3
ShareBasedCompensationArrangementByShareBasedPaymentAwardSharesAvailableForGrantExercised,3
AvailableForSaleSecuritiesDebtMaturitiesRollingYearSixThroughTenFairValue,3
SharebasedCompensationArrangementBySharebasedPaymentAwardOptionsVestedNumberOfShares,3
LessorOperatingLeasePaymentsToBeReceivedRemainderOfFiscalYear,3
OtherComprehensiveGainLossReclassificationAdjustmentOnDerivativesAndSecuritiesNetOfTax,3
ShareBasedCompensationArrangementByShareBasedPaymentAwardUnderlyingEquityAwardsOutstandingNumber,3
DebtInstrumentNumberOfExtensionOptions,3
LeaseFinancingObligationPayments,3
LesseeOperatingLeaseLiabilityPaymentsRemainderOfFiscalYear,3
ConvertiblePrincipalAmount,2
EffectiveIncomeTaxRateReconciliationCrossBorderTaxEffectAmount,2
IssuanceOfConvertiblePreferredStockWarrantAmount,2
CryptoAssetAddition,2
DebtSecuritiesAvailableForSaleAmortizedCostIncludingCashAndCashEquivalents,2
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsGrantDateFairValue,2
ProceedsFromIssuanceOfConvertiblePreferredStock,2
DebtSecuritiesAvailableForSaleIncludingCashAndCashEquivalents,2
IssuanceOfConvertiblePreferredStockShares,2
PropertyPlantAndEquipmentAndFinanceLeaseRightOfUseAssetAccumulatedDepreciationAndAmortization,2
ExcessTaxBenefitFromShareBasedCompensationOperatingActivities,2
EffectiveIncomeTaxRateReconciliationForeignIncomeTaxRateDifferential,2
EffectiveIncomeTaxRateReconciliationOtherAdjustments,2
IssuanceOfCommonStockWarrantAmount,2
IncomeTaxPaidForeignAfterRefundReceived,2
IncomeTaxPaidStateAndLocalAfterRefundReceived,2
IncomeTaxReconciliationOtherAdjustments,2
NumberOfOperationalMilestonesAchieved,2
CommonStockPrivatePlacementIssuanceCosts,2
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsGrantDateFairValue,2
ConversionOfStockAmountConverted1,2
BudgetedObligationsForDevelopmentOfAndBuildOutOfManufacturingFacility,2
ShareBasedCompensationArrangementByShareBasedPaymentAwardNumberOfTranches,2
IssuanceOfConvertiblePreferredStock,2
ConvertiblePreferredStockNetOfIssuanceCosts,2
ConvertiblePreferredStockIssuanceCost,2
ConvertiblePreferredStockIssuanceCostPerShare,2
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsOperationalMilestoneNumberOfDeliveredVehicles,2
MinimumPercentageOfAmountsRequiredToFundExcessOverFinancingCommitment,2
PercentageOfRemainingProjectCostsForApplicableProject,2
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsIlliquidityDiscount,2
PercentageOfNetOfferingProceedsToBeReceivedInOtherFollowOnEquityOffering,2
ContributionPercentageOfEligibleProjectCosts,2
ShareBasedCompensationArrangementByShareBasedPaymentAwardNumberOfSharesAuthorized,2
PercentageOfNetOfferingProceedsToBeReceivedByEntity,2
ProductLiabilityContingencyPercentageOfLiabilityAccountableByCompany,2
ProductLiabilityContingencyPercentageOfLiabilityAccountableByDriver,2
ReimbursementExpectedToBeReceiveFromDoeLoanFacilityForOngoingBudgetedCosts,2
RestructuringCharges,2
PercentageOfBudgetedObligationsForDevelopmentOfAndBuildOutOfManufacturingFacilityOutOfOngoingBudgetCost,2
StockIssuedDuringPeriodNetExerciseOfConvertibleSecuritiesAmount,2
OtherComprehensiveIncomeAvailableForSaleSecuritiesAdjustmentNetOfTaxPeriodIncreaseDecrease,2
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsVestedPricePerShare,2
PercentageOfBudgetedCostPaid,2
ChangesInFairValueOfCommonStockAndOrConvertiblePreferredStockWarrantLiability,2
EffectiveIncomeTaxRateReconciliationConvertibleDebt,2
ProceedsFromLinesOfCredit,2
DerivativeCostOfHedge,2
LendersWarrantsToPurchaseCommonStockAtStrikePrice,2
OtherNonoperatingIncome,2
SharePrice,2
DeferredRevenueRevenueRecognized1,2
LoansInRepaymentInPercentage,2
LesseeAdditionalOperatingLeaseNotYetCommencedExpense,2
AmountOfAdjustmentsToAdditionalPaidInCapitalConvertibleDebtDiscount,2
AccruedWarrantyAndOtherLiabilitiesCurrent,2
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedDebtAndFinancialLeasesCurrentAndNoncurrent,2
SharesIssuedInConnectionOfBusinessCombination,2
NumberOfSubsidiariesEnteredIntoFacilityAgreement,2
ReductionInCostOfAutomotiveSalesFromBuybackOptions,2
CouponInterestExpense,2
IncomeTaxReconciliationBargainInPurchaseGain,2
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedDebtAndFinanceLeasesCurrentAndNoncurrent,2
DebtInstrumentAnnualInterestRateAsPercentageOfOneYearLoanInterestRateQuotedByBank,2
PaymentsToAcquireLand,2
FinancingLeaseObligationNoncurrent,2
AvailableForSaleSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,2
ProceedsFromIssuanceInitialPublicOffering,2
IndefiniteLivedIntangibleAssetsOther,2
BusinessCombinationShareExchangeRatio,2
RepaymentOfSecuredNotesPayable,2
NumberOfMajorCustomers,2
ClassOfWarrantOrRightOutstanding,2
IncreaseDecreaseInPropertySubjectToOrAvailableForOperatingLeaseGrossFromDepreciationExpenseOfExpirationAndExercisesOfResaleValueGuarantee,2
IncreaseDecreaseInReleaseOfResaleValueGuaranteeFromExpirationAndExercises,2
DeferredTaxAssetsNetNoncurrent,2
AbandonmentLossInResearchAndDevelopmentOperatingExpenses,2
InterestPayableCurrentAndNoncurrent,2
SharesReservedToCoverStockAwardsIssuedAndOutstanding,2
DeferredTaxAssetsDerivativeInstruments,2
DeferredTaxLiabilitiesDerivatives,2
StandardProductWarrantyAccrualNoncurrent,2
StandardProductWarrantyAccrualCurrent,2
AccrualForEnvironmentalLossContingenciesPayments,2
ConvertibleNotesPayableCurrent,2
IncentivesReceivedInFormOfAssetsAndServices,2
NonCashAdditionallyEstimatedFairMarketValueOfManufacturingFacility,2
StockRepurchaseProgramNumberOfSharesAuthorizedToBeRepurchased,2
CumulativeUnremittedForeignEarningsThatArePermanentlyInvested,2
BusinessCombinationLiabilitiesArisingFromContingenciesAmountRecognized,2
PercentageOfAmountAgreedToReturnInSettlementOfLitigation,2
BusinessCombinationProFormaInformationOperatingIncomeLossOfAcquireeSinceAcquisitionDateActual,2
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedChangeInAccruedLiabilities,2
NetExercisedSharesOfCommonStockWarrant,2
OtherComprehensiveIncomeChangeInUnrealizedGainLossOnDerivativesAndSecuritiesArisingDuringPeriodNetOfTax,2
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedChangeInNotesReceivableNetOfCurrentPortion,2
NumeratorOfConversionRatioConvertiblePreferredStock,2
ForeignEarningsRepatriated,2
DeferredRevenueRevenueRecognized,2
ConvertibleSeniorNoteOutstandingPrincipalAmountDueToRelatedParties,2
AmortizationOfLoanOriginationCosts,2
CumulativeEffectOnRetainedEarningsNetOfTax1,2
DenominatorOfConvertiblePreferredStockRatio,2
NumberOfAcresOfLandPurchased,2
BusinessCombinationProFormaInformationRevenueOfAcquireeSinceAcquisitionDateActual,2
PerformanceMilestoneBasedOnRevenue,1
EffectiveIncomeTaxRateReconciliationTaxCreditsResearch,1
PerformanceMilestoneBasedOnAdjustedEBITDATwo,1
LossContingencyNumberOfPlaintiffsSentToArbitration,1
PerformanceMilestoneBasedOnAdjustedEBITDAOne,1
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsOperationalMilestoneNumberOfBotsDelivered,1
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsDilutionAdjustment,1
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsOperationalMilestoneNumberOfRobotaxisInCommercialOperation,1
ShareBasedCompensationArrangementByShareBasedPaymentAwardNumberOfSharesOutstanding,1
PercentageOfVehiclesInTransitToCustomers,1
DerivativeInstrumentsLossReclassifiedFromAccumulatedOCIIntoIncomeEffectivePortion,1
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsAssumedThroughAcquisition,1
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsAssumedThroughAcquisitionWeightedAverageGrantDateFairValue,1
AreaOfLand,1
ShareBasedCompensationArrangementByShareBasedPaymentAwardNonvestedNumber,1
IncreaseDecreaseInNetIncomeLossAttributableToParent,1
IncreaseDecreaseInEarningsPerShareDiluted,1
IncreaseDecreaseInEarningsPerShareBasic,1
ShareBasedCompensationArrangementByShareBasedPaymentAwardSharesAssumedThroughAcquisition,1
ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsAssumedThroughAcquisitionWeightedAverageExercisePrice,1
IncreaseDecreaseInDigitalAssetsNet,1
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsOperationalMilestoneNumberOfActiveFullSelfDrivingSubscriptions,1
AdjustmentsToAdditionalPaidInCapitalSettledPortionOfBondHedgesAndWarrants,1
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsOperationalMilestoneAdjustedEBIDTANumberOfNonOverlappingPeriods,1
IncomeTaxReconciliationTaxCreditsForeign,1
EffectiveIncomeTaxRateReconciliationTaxCreditsForeign,1
EffectiveIncomeTaxRateReconciliationTaxContingencies,1
EffectiveIncomeTaxRateReconciliationShareBasedCompensationExcessTaxBenefitPercent,1
EffectiveIncomeTaxRateReconciliationTaxExemptIncome,1
EffectiveIncomeTaxRateReconciliationNondeductibleExpenseShareBasedCompensationCost,1
IncreaseDecreaseInDeferredTaxAssets,1
IncomeTaxPaidFederalAfterRefundReceived,1
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisedOrReleasedInPeriodTotalIntrinsicValue,1
AdjustmentAttributableToTranslationOfNonMonetaryAssetsAndLiabilities,1
EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance,1
IncomeTaxReconciliationTaxCreditsResearch,1
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsOperationalMilestoneAdjustedEBIDTANumberOfConsecutiveQuarters,1
DeferredRevenueAdditions,1
IncomeTaxReconciliationTaxExemptIncome,1
DeferredRevenuePeriodIncreaseDecrease,1
CommonStockNewSpecialShareReserve,1
CommonStockIncreaseInCapitalSharesReservedForFutureIssuance,1
NumberOfPerformanceMilestoneAchieved,1
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsNetIncomeLossAdjustedEBIDTANumberOfConsecutiveQuarters,1
IncreaseDecreaseInNotesReceivables,1
IncomeTaxReconciliationTaxCreditsInvestment,1
DebtInstrumentInterestRateStatedPercentage2,1
EffectiveIncomeTaxRateReconciliationNondeductibleExpenseOther,1
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedTermForForeignGrants,1
DebtInstrumentConvertibleConversionNoticeReceived,1
AvailableForSaleSecuritiesDebtMaturitiesRollingAfterYearTenAmortizedCostBasis,1
LongTermLoansPayable,1
MisstatedValueInPriorYearFinancialStatementsAmount,1
OperatingLeaseTerm,1
AdjustmentsToAdditionalPaidInCapitalConvertibleDebtWithConversionFeature,1
OtherComprehensiveIncomeLossNetOfTaxPeriodIncreaseDecrease,1
QuantifyingMisstatementInCurrentYearFinancialStatementsAmount,1
SaleOfStockPricePerShare,1
SharesIssuedUponConversionOfEach1000PrincipalAmount,1
OneTimeFee,1
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsRepurchasedRestrictedStockWeightedAverageExercisePrice,1
ShareBasedCompensationArrangementByShareBasedPaymentAwardSharesAvailableForRepurchasedRestrictedStock,1
FairValueOfCommonStockWarrantsIssued,1
IssuanceCostsForCommonStockAndConvertibleNotes,1
BusinessCombinationRecognizedIdentifiableAssetsAcquiredGoodwillAndLiabilitiesAssumedNet,1
FairValueOfWarrants,1
EffectiveIncomeTaxRateReconciliationGlobalIntangibleLowTaxedIncomeInclusion,1
FairValueConcentrationOfRiskForeignCurrencyContracts,1
UndistributedEarningsOfForeignSubsidiaries,1
SharebasedCompensationArrangementBySharebasedPaymentAwardOptionsVestedInPeriodFairValue1,1
DeferredTaxAssetsTaxCreditCarryforwardsForeign,1
CommitmentsUnused,1
PercentageOfPerformanceMilestoneGrossMargin,1
NetBenefitInGrossProfit,1
IncreaseInNetIncomeLossAttributableToCommonStockHolders,1
IncreaseInCostOfAutomotiveSales,1
IncreaseInAutomotiveSalesRevenue,1
IncomeTaxReconciliationDeductionsOther,1
RemainingMarketCapitalization,1
AmountsRepresentingInterestNotYetIncurred,1
AggregateNumberOfCommonStockSharesExercisedFromWarrantsIssued,1
EachTranchEqualsToPercentageOfCommonStock,1
OtherComprehensiveIncomeLossCashFlowHedgeGainLossAfterReclassificationAndTax,1
PaymentsToAcquireLandHeldForUse,1
RepaymentsOfOtherDebt,1
ConversionOfCommonStockPerShare,1
ShareBasedCompensationArrangementByShareBasedPaymentAwardVestingPortionMonthlyBasis,1
DeferredOfferingCosts,1
AssetBackedSecuritiesAtCarryingValue,1
LetterOfCredit,1
TemporaryEquityContributionsToNoncontrollingInterests,1
CarryingValueOfCreditAgreementLiability,1
CashPaidInLieuOfFractionalSharesOfCommonStock,1
DeferredTaxAssetsOperatingLossCarryforwardsDomestic,1
RestructuringAndRelatedCostExpectedCost1,1
AbandonmentLossInRestructuringAndOtherOperatingExpenses,1
ShareBasedCompensationArrangementByShareBasedPaymentAwardNumberOfTranchesVested,1
ProceedsFromIssuanceOfConvertibleNotesAndWarrants,1
CreditCardToAccountsReceivablePercentage,1
BusinessCombinationConsiderationTransferredIncludingEquityInterestInAcquireeHeldPriorToCombination1,1
ExchangeOfAccruedInterestForConvertibleNotesPayable,1
ShareBasedCompensationArrangementByShareBasedPaymentAwardVestingPortion,1
FinancingLeaseObligationCurrent,1
EstimatedProductiveLife,1
DebtInstrumentConvertibleConversionRatio1,1
DebtAndCapitalLeaseObligations,1
ResearchAndDevelopmentArrangementWithCustomerFundingToOffsetCostsIncurred,1
GainOnExtinguishmentOfConvertibleNotesAndWarrants,1
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsExercisedInPeriodWeightedAverageGrantDateFairValue,1
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsExercised,1
PaymentsForUnderwritingDiscountsAndCommission,1
FairValueOfDepartmentOfEnergyWarrant,1
DebtConversionConvertedInstrumentWarrantsOrOptionsIssuedAmountConverted,1
AdjustmentsToAdditionalPaidInCapitalConvertibleDebtDiscount,1
LesseeOperatingLeaseCapitalExpendituresOverNextFiveYears,1
UnderwritingDiscountsAndOfferingCosts,1
LongTermPurchaseCommitmentMinimumQuantityRequired,1
BusinessCombinationIntegrationRelatedCosts,1
